session_id,label
2385,5
2387,3
2391,5
2396,6
2405,9
2406,2
2407,5
2411,0
2421,2
2430,3
2433,10
2435,6
2446,6
2450,6
2454,10
2456,6
2457,5
2462,0
2465,0
2478,5
2485,2
2495,0
2497,2
2498,0
2499,3
2500,3
2510,7
2511,5
2518,0
2522,0
2524,2
2525,6
2531,9
2532,5
2534,6
2542,6
2547,7
2549,9
2550,11
2551,11
2556,6
2557,0
2565,6
2573,5
2581,6
2591,6
2594,0
2596,6
2602,6
2616,5
2617,6
2625,7
2626,7
2640,10
2641,8
2648,6
2649,0
2651,5
2657,5
2660,5
2664,6
2665,7
2667,6
2669,5
2670,2
2672,7
2674,9
2676,8
2686,6
2687,5
2688,8
2694,6
2695,5
2697,1
2709,5
2713,6
2722,5
2737,6
2742,6
2749,6
2753,7
2761,0
2769,7
2773,8
2774,8
2775,8
2776,3
2777,5
2781,3
2782,3
2783,3
2784,5
2788,5
2795,0
2802,3
2804,5
2809,5
2810,10
2811,1
2814,6
2815,5
2822,6
2825,0
2827,9
2829,6
2833,7
2834,7
2835,0
2841,10
2842,10
2843,9
2851,0
2853,6
2854,10
2855,10
2859,7
2860,0
2862,2
2876,2
2877,7
2878,5
2880,9
2881,7
2886,6
2889,0
2893,5
2909,6
2913,0
2918,0
2920,8
2921,7
2924,5
2931,0
2939,9
2945,8
2946,8
2947,7
2948,7
2954,0
2963,5
2965,2
2968,2
2970,2
2972,6
2977,5
2983,5
2985,0
2989,5
2997,6
2998,6
3002,8
3005,5
3008,7
3010,2
3012,5
3013,0
3018,9
3020,6
3021,9
3029,6
3040,7
3046,5
3048,0
3063,0
3068,3
3069,9
3098,5
3108,6
3112,2
3115,3
3148,1
3164,3
3174,3
3176,2
3177,6
3178,0
3183,6
3194,0
3196,9
3198,7
3202,2
3203,0
3204,6
3206,3
3207,11
3213,3
3218,9
3220,6
3221,9
3222,9
3223,0
3224,2
3227,7
3231,0
3232,0
3238,5
3241,6
3249,2
3260,0
3268,0
3275,7
3276,5
3277,1
3290,0
3291,5
3293,7
3296,0
3297,2
3302,6
3303,1
3305,2
3307,2
3308,1
3316,7
3317,6
3328,5
3331,10
3335,7
3340,5
3357,1
3358,2
3365,2
3366,2
3368,10
3369,0
3377,3
3382,10
3383,5
3397,5
3400,2
3408,5
3409,3
3417,2
3418,0
3421,5
3422,7
3426,9
3427,0
3430,6
3433,6
3437,9
3442,3
3447,6
3458,6
3462,0
3485,5
3497,3
3500,7
3506,0
3507,9
3518,2
3523,0
3531,6
3538,0
3542,0
3556,0
3561,0
3565,7
3571,6
3572,9
3573,3
3574,3
3575,8
3578,2
3579,6
3582,5
3583,1
3594,2
3596,6
3606,0
3609,5
3612,2
3614,0
3622,5
3625,0
3627,0
3636,7
3638,6
3639,0
3641,2
3642,2
3643,3
3647,0
3648,2
3649,9
3652,6
3657,0
3674,2
3675,2
3679,7
3682,7
3689,7
3697,7
3721,0
3729,0
3735,5
3740,7
3742,5
3746,0
3747,5
3748,10
3751,3
3752,5
3757,0
3758,5
3761,6
3762,2
3767,1
3772,9
3773,7
3774,9
3775,6
3779,6
3787,5
3791,2
3792,5
3794,5
3806,6
3807,10
3814,7
3816,1
3835,2
3843,10
3850,3
3851,5
3854,5
3855,5
3858,6
3861,0
3869,6
3875,7
3889,7
3892,6
3896,1
3898,10
3900,7
3901,0
3908,10
3915,0
3916,3
3919,5
3923,6
3928,0
3931,6
3950,5
3951,8
3954,5
3960,3
3961,5
3968,5
3970,8
3971,9
3972,1
3974,9
3977,6
3981,2
3983,2
3987,0
3990,2
3991,2
3994,6
3996,7
4003,0
4014,7
4015,7
4022,5
4024,0
4032,0
4049,2
4054,1
4055,10
4056,6
4059,1
4060,6
4061,0
4063,0
4064,0
4066,7
4068,0
4069,9
4072,5
4076,0
4079,0
4099,2
4100,0
4111,3
4112,5
4116,6
4125,9
4137,5
4151,8
4152,0
4153,2
4158,0
4162,1
4165,7
4170,4
4173,10
4174,6
4180,5
4181,11
4184,0
4186,2
4190,6
4192,3
4195,6
4200,3
4217,0
4222,7
4224,7
4237,0
4244,6
4248,6
4258,9
4259,6
4264,7
4266,0
4270,5
4272,3
4273,0
4277,0
4281,0
4287,5
4291,7
4301,2
4307,2
4308,0
4314,6
4321,5
4322,0
4328,9
4330,5
4333,3
4334,5
4336,0
4337,8
4339,0
4340,7
4344,2
4345,7
4356,2
4357,1
4365,2
4367,5
4368,6
4379,5
4380,5
4386,7
4389,1
4390,0
4392,5
4393,0
4402,8
4411,0
4412,0
4424,3
4429,4
4434,0
4435,8
4438,6
4440,6
4444,6
4448,6
4452,6
4456,0
4457,0
4462,0
4469,3
4479,5
4481,5
4484,0
4490,5
4505,7
4526,6
4527,0
4537,5
4544,5
4565,6
4569,1
4573,6
4576,5
4578,6
4581,0
4586,5
4588,0
4600,6
4601,6
4609,5
4620,5
4624,0
4628,5
4630,0
4636,10
4640,0
4646,5
4652,0
4655,6
4657,0
4670,0
4679,2
4683,0
4684,3
4685,6
4689,3
4694,2
4705,5
4727,7
4728,0
4731,2
4741,9
4744,6
4748,7
4749,9
4754,3
4762,6
4763,0
4764,2
4785,6
4789,5
4791,6
4795,0
4810,0
4833,5
4837,0
4842,7
4845,6
4846,1
4850,6
4857,0
4866,9
4870,1
4889,6
4890,0
4891,9
4897,6
4898,1
4899,7
4902,9
4903,9
4908,6
4916,6
4917,8
4932,5
4933,7
4935,5
4936,1
4945,3
4946,8
4947,9
4948,2
4949,9
4957,2
4965,0
4966,3
4967,5
4968,5
4973,1
4974,11
4987,5
4989,3
4990,3
4991,1
5005,0
5009,6
5013,7
5030,8
5035,6
5046,0
5048,6
5055,5
5056,3
5057,6
5062,0
5068,0
5080,0
5082,2
5088,9
5089,7
5093,0
5102,0
5116,6
5118,5
5129,0
5131,0
5134,1
5135,0
5138,6
5139,0
5141,5
5143,0
5147,2
5149,2
5150,2
5151,2
5152,2
5159,7
5161,5
5170,0
5173,6
5180,3
5184,4
5185,0
5187,6
5196,0
5199,0
5200,5
5202,11
5204,2
5205,0
5208,11
5218,6
5219,2
5225,0
5233,6
5246,6
5263,0
5272,9
5273,2
5275,2
5279,3
5289,0
5293,2
5306,6
5307,0
5311,9
5312,6
5316,0
5319,5
5320,5
5321,5
5327,2
5328,0
5333,0
5338,3
5340,5
5342,7
5347,1
5350,5
5351,0
5354,5
5356,10
5358,5
5364,8
5369,6
5373,0
5374,0
5375,5
5379,10
5393,10
5405,5
5413,6
5417,5
5418,5
5420,0
5433,9
5439,5
5441,7
5442,7
5445,3
5450,5
5452,5
5458,9
5459,3
5460,10
5462,0
5469,2
5471,3
5478,9
5482,1
5488,5
5493,7
5500,5
5509,7
5511,10
5512,0
5523,5
5528,0
5535,8
5536,5
5541,5
5549,5
5559,10
5560,0
5561,2
5562,2
5570,6
5575,5
5583,0
5592,0
5597,3
5601,6
5602,2
5616,0
5620,0
5627,6
5629,5
5638,6
5641,7
5645,6
5647,6
5648,10
5652,6
5657,0
5658,5
5661,3
5668,5
5669,0
5673,0
5691,10
5694,5
5696,2
5697,5
5700,0
5702,5
5703,8
5705,11
5706,1
5707,6
5712,10
5716,6
5717,8
5720,6
5725,0
5726,3
5727,3
5728,5
5740,0
5746,7
5764,7
5767,3
5768,5
5770,6
5773,6
5777,5
5779,2
5782,6
5784,7
5788,11
5790,11
5800,0
5801,0
5803,0
5805,2
5806,9
5809,0
5820,6
5822,6
5829,0
5830,0
5839,5
5843,9
5844,2
5849,7
5857,5
5859,7
5862,5
5864,7
5871,10
5874,0
5876,2
5880,6
5887,11
5888,0
5889,7
5890,5
5897,7
5899,2
5900,0
5908,6
5909,5
5911,10
5923,7
5924,7
5931,3
5937,9
5944,4
5953,0
5958,2
5976,6
5983,6
5985,10
5987,3
5996,6
5998,6
6010,0
6021,9
6026,10
6030,3
6033,7
6046,7
6060,5
6065,6
6070,1
6075,3
6093,6
6095,0
6108,5
6110,3
6119,7
6151,1
6163,3
6164,3
6167,6
6168,6
6175,6
6186,0
6194,5
6197,5
6207,0
6213,0
6218,0
6224,8
6226,1
6254,0
6259,2
6260,9
6268,0
6272,2
6273,5
6274,5
6280,6
6282,3
6284,0
6301,0
6305,5
6315,1
6319,4
6322,6
6329,9
6333,0
6334,7
6338,1
6342,0
6343,0
6344,5
6346,3
6350,0
6356,8
6366,0
6369,10
6384,0
6387,2
6392,7
6399,5
6408,6
6410,10
6411,7
6420,5
6424,6
6425,3
6433,0
6434,6
6436,2
6453,5
6458,7
6463,2
6466,5
6473,2
6475,5
6479,5
6480,5
6494,0
6495,6
6496,5
6503,2
6504,2
6507,9
6508,0
6513,2
6515,5
6518,7
6520,1
6521,3
6525,0
6528,9
6535,0
6538,9
6543,2
6551,8
6552,8
6553,0
6561,5
6562,0
6568,7
6572,6
6574,0
6575,6
6578,3
6581,7
6585,2
6586,0
6597,0
6598,0
6604,5
6620,5
6625,0
6626,0
6627,0
6628,6
6635,6
6638,7
6657,10
6658,10
6659,5
6668,5
6680,0
6684,0
6685,11
6686,9
6687,0
6689,0
6698,0
6711,10
6716,2
6720,5
6726,5
6727,6
6743,0
6747,2
6755,6
6756,5
6758,2
6761,5
6772,5
6774,0
6775,0
6777,10
6778,5
6792,6
6799,11
6800,7
6802,7
6806,1
6810,10
6820,7
6823,6
6824,7
6827,9
6835,3
6839,0
6842,0
6852,5
6854,0
6864,5
6867,5
6870,10
6873,0
6879,5
6889,7
6890,5
6894,5
6897,2
6899,6
6902,6
6911,7
6915,6
6925,10
6928,0
6934,9
6935,0
6936,0
6937,10
6938,6
6940,5
6945,10
6947,10
6953,3
6962,5
6970,6
6971,6
6974,2
6975,7
6980,0
6981,6
6982,6
6994,0
7000,6
7002,3
7014,6
7016,6
7019,5
7037,3
7039,5
7042,6
7043,2
7044,8
7055,7
7077,0
7087,6
7089,6
7093,9
7102,5
7106,6
7110,9
7111,0
7112,0
7114,6
7115,5
7121,6
7123,5
7126,1
7127,2
7128,1
7134,10
7143,5
7146,0
7169,9
7170,0
7171,6
7181,6
7190,7
7192,6
7202,2
7210,7
7211,0
7212,6
7219,0
7221,7
7222,7
7223,7
7225,0
7232,6
7236,6
7237,6
7238,0
7239,6
7241,10
7245,0
7247,7
7248,10
7249,6
7258,3
7263,2
7264,0
7275,2
7286,5
7287,5
7292,5
7305,0
7308,0
7320,6
7323,2
7324,6
7328,2
7329,2
7341,2
7346,0
7347,9
7349,5
7353,6
7363,0
7369,5
7370,0
7378,0
7384,6
7386,5
7394,5
7402,5
7406,7
7407,6
7408,1
7418,7
7419,6
7420,9
7425,6
7437,2
7444,7
7446,6
7450,0
7454,3
7455,10
7462,10
7463,6
7465,5
7466,2
7469,0
7474,5
7487,0
7488,0
7493,6
7495,2
7502,6
7507,7
7509,6
7512,0
7515,6
7516,6
7518,6
7523,5
7529,6
7533,8
7534,11
7541,0
7548,5
7549,6
7552,6
7565,6
7566,7
7567,7
7568,6
7569,6
7571,0
7572,0
7575,6
7578,6
7582,3
7602,0
7605,6
7607,5
7609,0
7611,6
7614,5
7624,0
7632,5
7641,9
7646,10
7667,9
7675,7
7678,2
7680,2
7681,5
7695,6
7697,8
7698,5
7702,2
7704,2
7705,0
7706,9
7707,3
7708,8
7709,4
7710,4
7712,11
7713,10
7716,3
7717,0
7727,10
7731,5
7734,5
7735,5
7736,5
7745,1
7746,0
7749,0
7750,7
7774,5
7781,5
7808,7
7810,7
7812,5
7814,0
7816,5
7822,5
7823,0
7825,0
7830,2
7843,6
7847,0
7852,0
7853,7
7862,6
7864,2
7868,6
7875,6
7876,5
7877,7
7899,10
7906,6
7908,10
7913,9
7932,6
7933,6
7935,2
7941,6
7943,6
7947,2
7949,6
7950,3
7953,2
7970,5
7975,1
7985,3
7986,3
7987,5
7988,5
7992,5
7994,0
7996,5
8016,7
8048,6
8050,7
8055,10
8060,1
8071,6
8072,9
8077,6
8083,6
8084,2
8091,5
8097,0
8098,0
8100,3
8101,3
8102,5
8103,4
8105,7
8109,7
8115,2
8124,6
8125,7
8126,6
8127,6
8137,6
8151,3
8155,3
8157,0
8161,6
8165,0
8167,6
8170,3
8173,6
8176,5
8178,5
8187,2
8212,10
8219,5
8220,3
8228,3
8231,5
8235,0
8246,3
8247,5
8248,3
8252,6
8255,7
8257,0
8258,0
8264,0
8277,5
8282,7
8290,1
8291,0
8296,2
8298,7
8299,6
8301,0
8309,6
8311,7
8312,8
8317,0
8334,5
8338,6
8340,10
8344,0
8345,0
8346,1
8351,5
8352,2
8354,5
8358,6
8361,5
8362,2
8363,6
8365,6
8377,2
8381,4
8382,8
8383,4
8391,9
8392,9
8396,9
8397,2
8402,6
8418,5
8430,0
8432,2
8434,0
8443,5
8444,1
8448,6
8450,6
8467,7
8488,2
8496,10
8501,5
8505,0
8510,5
8511,6
8513,10
8515,6
8524,0
8530,0
8534,5
8547,0
8552,5
8556,5
8557,9
8558,5
8561,0
8574,2
8583,5
8584,6
8587,1
8592,9
8596,5
8599,1
8608,6
8620,0
8633,5
8634,6
8640,0
8645,6
8646,6
8647,0
8650,2
8653,1
8666,5
8672,2
8674,2
8687,0
8690,2
8693,6
8697,11
8698,11
8701,1
8703,0
8704,9
8705,4
8706,4
8710,9
8722,5
8732,7
8733,2
8734,3
8742,6
8744,2
8747,5
8754,0
8755,0
8756,0
8760,2
8771,5
8775,7
8776,2
8777,6
8778,9
8785,3
8787,10
8788,10
8789,1
8805,11
8819,5
8820,6
8821,6
8830,5
8833,9
8846,0
8850,2
8852,5
8858,8
8864,9
8879,7
8880,6
8886,5
8890,7
8901,2
8907,6
8909,0
8915,0
8916,5
8921,5
8924,5
8925,5
8929,5
8943,6
8947,5
8956,6
8958,0
8959,0
8963,7
8969,8
8970,0
8973,9
8977,6
8981,5
8985,6
8988,9
8993,3
8998,6
9002,7
9005,6
9007,9
9009,9
9017,3
9023,5
9024,5
9043,0
9046,5
9062,10
9063,5
9064,7
9065,6
9072,1
9075,10
9077,3
9078,6
9084,0
9087,2
9092,0
9095,6
9097,5
9103,5
9106,6
9109,2
9111,9
9112,5
9120,5
9121,1
9123,9
9130,2
9144,0
9148,5
9158,5
9165,0
9171,6
9174,5
9177,1
9178,6
9187,3
9191,0
9194,3
9196,2
9197,10
9211,10
9215,7
9222,7
9224,0
9241,6
9242,6
9244,5
9252,6
9267,6
9275,0
9281,10
9293,0
9296,10
9325,10
9326,0
9333,5
9336,3
9343,5
9345,0
9351,7
9353,5
9368,6
9374,0
9376,7
9388,0
9389,10
9390,3
9391,2
9393,2
9397,9
9401,0
9409,2
9410,0
9427,3
9429,5
9434,5
9436,10
9440,6
9443,9
9444,0
9445,7
9449,5
9452,2
9454,5
9462,9
9464,5
9484,7
9490,7
9491,7
9493,7
9494,7
9500,6
9503,6
9508,7
9514,5
9529,6
9545,2
9546,5
9547,5
9555,1
9558,0
9559,0
9560,7
9568,5
9574,6
9578,5
9583,0
9606,9
9607,9
9609,9
9610,7
9624,6
9627,6
9629,6
9635,0
9636,0
9638,0
9639,0
9643,6
9644,2
9647,9
9650,3
9673,0
9674,2
9678,5
9680,0
9693,0
9699,5
9707,9
9710,5
9711,10
9713,6
9717,0
9719,7
9720,2
9723,6
9725,2
9726,5
9732,0
9734,6
9739,6
9748,5
9749,5
9756,0
9760,3
9761,6
9770,3
9771,3
9774,5
9775,7
9776,10
9799,9
9801,6
9802,3
9804,7
9808,2
9816,2
9818,7
9826,5
9831,0
9834,6
9835,7
9836,5
9837,6
9840,6
9844,7
9851,3
9852,5
9853,0
9855,0
9856,6
9862,0
9869,6
9880,7
9887,5
9899,3
9906,6
9913,5
9914,0
9915,6
9923,7
9926,8
9934,9
9935,7
9938,6
9943,7
9948,6
9951,6
9952,7
9953,6
9960,11
9962,7
9967,5
9968,0
9970,5
9974,6
9978,5
9989,5
10000,0
10004,6
10006,8
10016,2
10021,5
10026,5
10030,6
10033,0
10035,9
10036,6
10039,10
10040,5
10043,3
10047,1
10048,1
10049,5
10051,7
10055,7
10060,10
10067,6
10068,6
10070,2
10089,7
10091,0
10095,3
10104,10
10105,5
10108,5
10114,10
10123,5
10134,2
10141,6
10150,6
10152,0
10155,2
10159,6
10171,5
10184,6
10185,2
10186,0
10190,6
10191,9
10207,3
10210,7
10215,6
10217,0
10225,7
10227,6
10228,5
10236,6
10249,6
10251,2
10256,5
10258,0
10263,6
10266,7
10274,2
10276,0
10282,2
10283,9
10287,7
10288,0
10292,6
10293,6
10297,3
10301,2
10304,2
10305,5
10307,6
10313,0
10330,8
10331,0
10332,2
10333,6
10335,5
10340,10
10345,7
10349,8
10353,5
10355,0
10356,8
10362,6
10366,5
10367,0
10373,10
10377,2
10386,10
10387,7
10394,2
10396,2
10399,6
10400,0
10406,5
10409,0
10410,6
10412,0
10417,0
10418,7
10420,6
10424,0
10425,0
10433,5
10434,10
10436,7
10439,7
10440,9
10446,5
10447,9
10452,2
10456,7
10457,7
10459,3
10464,7
10466,5
10473,5
10477,2
10479,0
10480,11
10493,7
10494,5
10495,6
10502,6
10503,1
10504,11
10509,0
10524,5
10525,5
10527,7
10535,5
10544,0
10548,5
10551,6
10553,9
10558,6
10577,2
10581,5
10582,5
10586,10
10587,3
10590,5
10601,9
10603,9
10604,9
10613,2
10614,0
10615,0
10616,0
10617,0
10629,5
10630,9
10631,1
10641,6
10642,7
10644,0
10650,2
10658,0
10660,2
10661,2
10662,2
10666,5
10676,9
10680,2
10681,2
10688,7
10689,6
10696,5
10698,9
10705,6
10708,5
10711,0
10713,5
10714,6
10718,5
10722,5
10724,6
10743,2
10750,7
10754,6
10757,6
10763,3
10765,10
10769,10
10772,0
10773,6
10774,0
10779,6
10780,2
10787,0
10790,4
10799,0
10800,0
10801,0
10809,7
10815,6
10817,2
10827,6
10832,5
10833,5
10836,5
10838,1
10840,3
10845,0
10853,6
10855,5
10859,6
10861,7
10865,5
10866,7
10869,5
10870,9
10879,5
10880,6
10881,6
10885,3
10886,3
10897,5
10909,1
10910,1
10912,6
10916,9
10917,5
10931,0
10933,6
10936,2
10945,7
10947,8
10948,6
10950,6
10951,5
10967,6
10968,0
10975,2
10976,0
10981,5
10986,5
10997,0
11004,6
11010,9
11012,3
11019,2
11023,5
11024,3
11028,7
11038,0
11045,0
11054,10
11061,5
11074,6
11082,6
11083,6
11084,2
11089,6
11090,3
11092,1
11093,6
11094,6
11107,0
11116,2
11117,0
11122,0
11124,8
11125,0
11127,9
11135,6
11139,3
11141,0
11144,9
11145,7
11146,9
11148,1
11149,6
11150,6
11152,2
11154,0
11157,7
11158,8
11159,3
11161,0
11163,0
11167,0
11173,0
11182,3
11184,10
11188,5
11192,6
11193,2
11196,6
11201,5
11210,10
11211,2
11214,9
11216,7
11217,9
11219,6
11220,6
11221,10
11227,6
11230,6
11238,6
11240,0
11241,3
11242,5
11243,0
11244,0
11250,2
11255,0
11260,6
11262,5
11263,2
11266,3
11273,0
11278,7
11279,6
11280,6
11281,7
11282,6
11283,6
11285,6
11297,5
11302,0
11311,0
11312,2
11321,5
11323,2
11324,9
11330,0
11332,6
11338,2
11339,0
11342,7
11344,5
11346,5
11350,6
11354,5
11356,7
11362,0
11365,6
11368,6
11372,10
11376,11
11385,5
11386,6
11388,5
11389,3
11391,3
11399,3
11401,6
11404,0
11406,1
11408,6
11411,0
11412,0
11415,0
11418,0
11421,7
11422,7
11423,6
11425,10
11429,6
11450,7
11451,9
11455,5
11465,1
11466,11
11467,4
11478,1
11502,2
11504,6
11509,3
11511,5
11513,2
11514,2
11519,3
11522,6
11527,0
11528,6
11534,9
11539,0
11543,6
11544,7
11545,6
11550,6
11552,2
11554,9
11558,6
11570,10
11572,10
11573,3
11577,7
11580,5
11582,3
11584,0
11585,6
11592,2
11615,5
11623,0
11624,5
11626,5
11643,5
11645,0
11648,9
11649,0
11664,7
11669,5
11678,0
11683,5
11687,2
11693,6
11694,2
11697,0
11710,10
11712,7
11729,6
11731,7
11745,6
11752,8
11762,5
11765,7
11770,10
11771,5
11773,5
11787,6
11793,7
11794,7
11798,6
11811,5
11812,5
11815,0
11816,3
11821,0
11824,3
11826,3
11829,5
11832,0
11841,6
11842,9
11848,0
11854,0
11855,0
11865,10
11867,5
11870,2
11871,7
11872,9
11873,6
11874,6
11888,5
11894,1
11905,0
11906,3
11913,2
11915,6
11919,6
11920,1
11930,7
11931,5
11934,9
11942,0
11946,2
11947,2
11948,9
11949,2
11950,2
11951,0
11952,0
11954,0
11957,0
11958,2
11959,2
11961,0
11964,0
11965,8
11967,3
11968,0
11969,8
11970,8
11971,2
11973,0
11987,0
12000,0
12013,5
12014,5
12016,9
12022,5
12026,5
12052,6
12053,6
12057,5
12060,5
12069,6
12071,5
12073,10
12077,7
12081,2
12087,6
12088,6
12099,7
12101,2
12106,0
12120,10
12121,3
12126,5
12128,3
12130,5
12159,0
12160,2
12170,0
12171,10
12172,5
12173,6
12175,5
12181,0
12183,0
12191,7
12199,9
12201,2
12203,5
12204,2
12211,5
12214,0
12218,7
12227,5
12242,0
12247,3
12257,6
12266,0
12267,5
12272,0
12280,5
12287,6
12298,6
12299,5
12307,0
12323,0
12324,0
12328,9
12329,5
12330,5
12331,6
12334,2
12335,0
12343,5
12350,3
12354,0
12356,3
12364,6
12366,6
12370,3
12379,6
12382,2
12387,5
12388,5
12397,6
12415,6
12419,7
12423,9
12435,5
12445,6
12451,2
12457,6
12461,0
12476,0
12480,6
12484,3
12489,5
12492,6
12501,9
12505,9
12513,5
12529,11
12531,7
12537,3
12545,0
12546,6
12550,7
12553,5
12566,0
12567,0
12572,5
12575,7
12577,7
12578,0
12582,6
12592,9
12604,5
12606,6
12638,0
12639,10
12649,8
12661,6
12668,6
12674,9
12686,6
12689,5
12691,11
12700,5
12710,5
12720,5
12723,5
12725,5
12726,5
12736,5
12752,8
12754,5
12767,7
12786,8
12787,5
12793,0
12795,0
12796,2
12804,0
12811,3
12812,6
12819,5
12824,9
12826,9
12827,7
12829,1
12830,6
12834,11
12846,9
12850,10
12853,0
12856,3
12859,10
12864,5
12866,7
12871,3
12874,0
12885,6
12888,2
12889,2
12901,10
12902,7
12904,0
12907,9
12908,7
12911,2
12915,8
12934,7
12941,6
12943,9
12946,0
12950,6
12953,2
12962,0
12968,5
12970,5
12973,7
12977,10
12978,0
12986,10
12989,5
12990,1
12992,2
12994,2
13000,10
13006,7
13016,10
13025,0
13027,5
13030,5
13032,5
13045,5
13049,1
13055,6
13070,1
13074,7
13079,5
13081,3
13085,6
13088,5
13089,7
13105,7
13112,9
13116,7
13118,6
13122,5
13134,8
13136,7
13137,9
13139,6
13141,6
13147,6
13149,2
13150,9
13160,0
13163,0
13166,0
13168,10
13169,5
13171,6
13187,1
13188,6
13189,2
13197,6
13198,0
13204,6
13205,10
13214,1
13220,6
13222,2
13232,7
13241,10
13242,10
13243,9
13246,6
13248,0
13260,2
13269,2
13270,9
13276,6
13278,2
13283,8
13285,5
13290,7
13300,5
13301,0
13311,6
13312,0
13314,0
13315,6
13316,0
13318,6
13319,5
13321,8
13322,5
13325,0
13328,5
13329,5
13333,0
13349,5
13350,9
